Timestamp,hash-rate
20-10-2021,147578458.08003393
21-10-2021,144953485.60638222
22-10-2021,146706531.95442754
23-10-2021,149320648.3805904
24-10-2021,151210929.1584481
25-10-2021,150427844.6461951
26-10-2021,155450273.37765482
27-10-2021,154737198.72913346
28-10-2021,155878118.16676763
29-10-2021,156591192.815289
30-10-2021,158445186.9014445
31-10-2021,159871336.19848722
01-11-2021,154884719.91263223
02-11-2021,157794954.1316646
03-11-2021,160168323.21633688
04-11-2021,160343515.77840775
05-11-2021,159797397.1000807
06-11-2021,161379304.17249873
07-11-2021,164887669.4889203
08-11-2021,162888098.8701181
09-11-2021,161965220.12297863
10-11-2021,160119462.62869963
